TICKER,SETOR,COTACAO_FECHAMENTO,VALOR,LIQUIDEZMEDIADIARIA,PVP,YELD,MEDIA_YIELD_12M,SOMA_YIELD_ANO_CORRENTE,RENTABILIDADE,NUMERO_COTISTA,TX_GESTAO,PATRIMONIO_LIQUIDO
CCVA11,Outros,98.9700,98.97,159202.27,1.0141,0.4700,0.4900,2.2900,2.3096,1,,60259595.7
CDII11,Outros,103.4800,101.92,2993169.63,0,1.1700,1.1367,5.7400,8.7529,0,,0
CEOC11,Lajes Corporativas,38.2500,39.42,32979,0.548,1.1800,1.1500,4.8100,8.9714,4223,,132530732.1100
CFHI11,Fundo de Desenvolvimento,626.2000,626.2,27.22,1.2058,2.6300,2.9413,23.5300,20.2205,101,,49128527.06
CFII11,Outros,952.6000,863.66,47.94,0.7271,1.1000,3.1133,9.3400,1.1000,113,,150037669.84
CIXM11,Misto,---,9.04,220499.5,0.2406,0.0000,0.0000,0.0000,---,108,,230221033.86
CJCT11,Lajes Corporativas,58.0000,57,14251.78,0.8228,0.3400,0.2342,1.5000,14.7441,909,,156913697.5600
CLIN11,Fundo de Fundos,84.8800,89.93,1255407,0.9432,1.3000,1.1767,5.1100,11.5985,11412,,420746984.46
CNES11,Lajes Corporativas,1.0000,1.03,46557.72,0.1361,0.5800,0.6225,2.9700,-0.9609,97353,,258486185.0100
COPP11,Lajes Corporativas,---,103,1827632,0.9376,0.0000,0.0000,0.0000,---,126,,487627077.4
CORM11,Lajes Corporativas,85.5000,0,,0,0.9006,0.9485,6.2039,-4.2658,0,,92123992.7200
CPFF11,Fundo de Fundos,61.8100,69.9,29215.43,0.9562,0.8100,0.6958,1.4700,5.1146,6950,,185752469.0200
CPFO11,Fundo de Fundos,---,0,,0,0.0000,0.0000,0.0000,---,8102,,118155565.38
CPLG11,Misto,11.0200,11.08,4457110.78,1.1237,0.9100,1.4100,3.7400,12.5710,558,,338793045.26
CPOF11,Misto,107.9000,108.5,15913220.78,0.9877,0.5600,0.5967,2.3600,5.5188,126,,487627077.4
CPSH11,Outros,8.9200,9.35,2085553.39,0.8003,1.1200,1.1100,4.5700,9.8198,18315,,945700503.06
CPTI11,Outros,83.8300,83.41,2014993.61,0,1.1900,1.1925,6.2000,9.3157,0,,0
CPTR11,Outros,8.0900,7.45,2388872.44,0.7566,1.2400,0.9258,3.4900,3.1482,24399,,406207209.8100
CPTS11,Papéis,7.1100,7.48,8347458.17,0.8627,1.1500,1.0983,4.7400,19.6316,355842,,2777278745.4200
CRAA11,Outros,89.9000,93.99,591456.44,0.9213,1.2200,1.1567,4.3600,13.6182,7852,,241076062.0000
CRFF11,Fundo de Fundos,76.4700,75.79,346293.72,0.8538,0.8000,0.8592,4.6200,19.6305,1276,,55443625.3100
CSMC11,Outros,---,0,,0,0.0000,0.0000,0.0000,---,1,,1687506092.03
CTXT11,Lajes Corporativas,23.2200,5.8,1249.17,0.2302,0.0400,0.0000,1.3400,-49.6484,2343,,125384663.8500
CVBI11,Papéis,82.0000,86,2002616.61,0.9483,1.2800,1.1683,5.2700,15.7037,86299,,1002223656.4400
CVPR11,Outros,---,0,,0,0.0000,0.0000,0.0000,---,2,,3338615.62
CXAG11,Agências de Bancos,72.0000,71.21,87986.33,0.6132,0.9700,0.9908,5.0000,9.2589,12025,,242004812.1800
CXCE11B,Lajes Corporativas,39.4700,44.01,9205,0.5962,1.0900,1.0200,12.2400,3.7260,3247,,110543765.8800
CXCI11,Outros,64.7500,69.47,68752.28,0.837,1.1600,1.0933,4.7500,4.4803,5335,,171273684.8900
CXCO11,Lajes Corporativas,57.9100,57.82,92390.5,0.5952,1.1300,1.0808,6.1000,13.7960,12830,,376504577.2400
CXRI11,Fundo de Fundos,64.5500,62.58,8962.5,0.8177,0.9100,0.8742,4.7000,1.7164,1861,,124614239.1700
CXTL11,Imóveis Industriais e Logísticos,229.1900,220.33,6676.39,0.5412,0.7900,0.8650,4.8300,21.3113,657,,22243031.6600
CYCR11,Outros,8.8000,8.78,567905.17,0.9368,1.2500,1.2092,6.2200,15.9993,18538,,341401259.5800
DAMA11,Misto,7.1600,7.33,167042.22,0.8568,1.1200,1.0456,3.5900,-19.5176,711,,47584826.24
DAMT11B,Shoppings,12.9900,11.45,8.94,0.8007,0.3300,0.0000,0.3300,-16.7229,526,,254293877.39
DCRA11,Outros,7.1800,7.73,70823.61,0.8109,1.3200,1.4425,5.7500,16.0566,16704,,64505241.3900
DEVA11,Papéis,29.8800,30.21,529579.94,0.3164,1.3700,1.4008,5.9300,10.5394,91764,,1341698497.0400
DLMT11,Varejo,---,0,,0,0.0000,0.0000,0.0000,---,9,,8587993.97
DPRO11,Outros,5.8700,6.1,253.61,0.6835,0.9400,0.9017,4.0000,3.7068,750,,45680169.24
DRIT11B,Lajes Corporativas,84.6700,83.3,1547,0.6167,0.6300,1.1650,1.9400,16.7581,348,,60485010.4100
DVFF11,Fundo de Fundos,6.0300,6.46,14118.17,0.7795,1.0800,1.0842,4.6300,4.0208,1832,,90434563.1300
EDFO11B,Lajes Corporativas,117.5000,229.98,7938.5,0.5606,0.4200,0.9908,3.5900,-17.9314,490,,49670858.8500
EDGA11,Lajes Corporativas,16.4300,16.56,11432.67,0.3708,0.5500,0.4600,2.4500,5.2263,4147,,179196479.0800
EGAF11,Outros,90.2800,90.95,820870.17,0.9187,1.3500,1.4483,6.0100,17.1505,11367,,309535216.5200
ENDD11,Outros,98.5100,103,242570.44,0,0.0800,0.7118,10.9900,36.9908,0,,0
EQIA11,Fiagro,---,0,,0,---,---,---,---,0,,0
EQIR11,Outros,7.6800,7.87,145742.33,0.8383,1.3000,1.2483,5.2800,19.7278,10344,,101885959.3900
ERCR11,Varejo,15707.8500,15707.85,,0.7524,0.9300,1.3950,0.9300,0.9300,10,,62685372.1700
ERPA11,Lajes Corporativas,133.1600,129,7617.22,0.8088,0.6800,0.4808,2.5400,5.0574,441,,79895998.6700
ESUD11,Outros,315.9900,315.99,1579.95,0,23.0800,5.7700,23.0800,---,0,,0
ESUT11,Outros,32.0000,32,609.52,0,210.9000,52.7250,210.9000,---,0,,0
ESUU11,Outros,32.0000,32,3200,0,199.4900,49.8725,199.4900,---,0,,0
EURO11,Imóveis Industriais e Logísticos,230.0000,242.99,22604.44,0.7164,0.8400,0.8458,4.3700,12.3822,2135,,126434642.0900
EVBI11,Misto,10.5000,9.5,32194.42,1.0254,1.0500,0.8208,9.8500,23.4775,1313,,411540046.9800
EXES11,Outros,9.3700,9.35,14215.5,0.965,1.3900,1.1192,5.5000,16.5614,526,,68962453.77
FAED11,Educacional,133.2600,137.7,95359.06,0.6104,1.2000,1.1883,4.8600,9.1086,4250,,153752411.7300
FAMB11B,Lajes Corporativas,---,609.99,47041.93,0.1761,0.0000,0.0000,0.0000,---,2173,,376574076.5000
FAOE11,Outros,---,926.9,,14.5259,0.0000,0.0000,0.0000,---,8102,,118155565.38
FATN11,Lajes Corporativas,74.5800,78.04,968272.78,0.7949,1.0700,1.0400,4.3400,-0.0644,17091,,416576381.0300
FCFL11,Educacional,114.5300,115.15,327802.44,0.9315,0.7600,0.7917,3.2100,12.8779,3495,,427972479.9600
FEXC11,Papéis,---,83.5,860137.12,0.0988,0.0000,0.9567,0.0000,---,36232,,1003494922.3900
FGAA11,Outros,8.2200,8.85,1043908.72,0.9278,0.7300,1.3083,5.9100,23.9992,49943,,431201584.9400
FIGS11,Shoppings,46.4200,45.07,108524.5,0.6039,0.9700,0.9158,4.9400,4.7902,12399,,216852114.1300
FIIB11,Imóveis Industriais e Logísticos,509.5100,501.05,188342.72,1.0534,0.7700,0.7658,3.8500,11.0406,15614,,325631258.4400
FIIP11B,Imóveis Industriais e Logísticos,146.5100,161.37,1172.8,0.7307,0.9600,0.9075,4.0300,6.8105,6586,,184360354.7200
FISC11,Lajes Corporativas,65.0000,67,207.44,0.5864,0.7800,0.6683,3.0600,6.2501,211,,194225210.8600
FLCR11,Papéis,96.3400,97.4,45053.22,1.0427,1.1400,1.2925,5.1700,11.4473,3003,,70148124.3900
FLFL11,Fundo de Desenvolvimento,---,0,,0,0.0000,0.0000,0.0000,---,1,,492559946.02
FLMA11,Lajes Corporativas,125.6700,131.42,74983.22,0.5989,0.8100,0.8158,3.0600,0.7774,12667,,304302274.7800
FLRP11,Shoppings,1980.0000,2003.97,7962.28,0.9825,0.7100,0.6542,3.7000,12.1310,799,,147881804.8100
FMOF11,Lajes Corporativas,65.0000,65,72893.56,0.5604,0.6200,0.4717,4.6900,32.2362,250,,58921632.5000
FPAB11,Lajes Corporativas,199.9500,180.01,6740.89,0.5082,0.6800,0.4992,2.9200,4.5203,736,,265637294.9900
FRHY11,Outros,---,0,,0,0.0000,0.0000,0.0000,---,7,,2329425.61
FVPQ11,Shoppings,53.7400,53.01,94875.22,0.3056,0.9300,0.8733,5.4900,24.4633,4077,,488605030.3000
FZDA11,Outros,120.8300,120.83,459.5,0.6994,3.4000,2.1200,3.4000,-0.8033,320,,346944464.7400
FZDB11,Outros,126.8900,126.89,242.11,0.7534,3.3200,6.9400,3.3200,21.2904,113,,359965649.4300
GAME11,Outros,8.3100,8.64,132422.5,0.9283,1.1400,1.1117,4.6100,9.2935,22573,,202588245.0600
GARE11,Imóveis Industriais e Logísticos,8.9500,8.75,4681368.28,0.9824,0.9300,1.0525,5.1800,11.3866,340284,,1341945972.3
GCFF11,Fundo de Fundos,---,69.3,87694.83,1.086,0.0000,0.0000,4.2700,---,8102,,26175371.6900
GCOI11,Outros,---,98.99,1178.43,1.0131,0.0000,0.0000,0.0000,---,376,,11041652.18
GCRA11,Outros,50.4200,52.74,153186.94,0.6094,1.2900,1.3417,5.4100,33.9127,7527,,150011681.7700
GCRI11,Papéis,61.7100,63.48,313824.67,0.708,1.4100,1.4067,5.9000,16.8641,4379,,129770231.7800
GESE11B,Educacional,---,1520,,23.8207,0.0000,0.0000,0.0000,---,8102,,58192036.9400
GGRC11,Imóveis Industriais e Logísticos,10.1600,9.88,4136678,0.8977,0.9800,0.9850,5.1200,10.9020,155913,,1362276387.1400
GLOG11,Imóveis Industriais e Logísticos,59.0200,55.45,14058.5,0.5066,0.6900,0.8483,4.0500,12.4208,2162,,81476995.69
GRUL11,Logística,9.0000,9.01,317241.17,0.9355,1.2200,1.6867,7.3000,29.5369,4732,,237487853.88
GRWA11,Outros,8.9000,9.01,6651.11,0.9148,1.1200,1.1908,4.6800,16.5486,1,,27527867.8500
GSFI11,Shoppings,2.5100,7.98,3364554.67,0.6172,0.0276,0.0023,0.0276,0.0276,6712,,814995674.0300
GTLG11,Imóveis Industriais e Logísticos,---,63.99,22885.25,1.0028,0.0000,0.0000,37.5900,---,8102,,434811690.7000
GTWR11,Lajes Corporativas,71.5000,70.41,1119553.89,0.7022,1.1600,1.1367,6.0600,10.6179,36419,,1196297496.0400
GURB11,Outros,108.0000,108,5000076,0.9361,0.6500,0.0000,0.6500,---,1,,130966273.9
GZIT11,Outros,48.6900,48.69,415357.22,0.536,1.6000,1.7408,7.2500,40.2595,6970,,1994508889.51
HAAA11,Lajes Corporativas,25.2800,26.56,8.22,0.407,0.3200,0.3583,2.7600,-17.9537,227,,258862948.8300
HABT11,Papéis,83.7500,80.93,770736.11,0.8793,1.3700,1.3292,7.0400,26.6235,63800,,757903182.3500
HBCR11,Outros,134.9600,134.96,60.22,1.099,0.4800,0.8433,7.4700,18.2380,38,,196486837.04
HBRH11,Lajes Corporativas,91.5000,90.8,14627,0.8009,0.5500,0.7683,9.2200,2.4597,720,,316852348.3100
HCHG11,Papéis,76.5000,76.99,432568.17,0.8126,1.1800,1.2083,6.2500,23.0541,596,,113671619.6900
HCRA11,Outros,10.0000,10.22,114.44,0,1.8000,8.5033,88.6400,-55.6570,0,,0.0000
HCRI11,Hospitalar,247.2200,260.93,25666.22,0.7883,1.0700,1.0342,4.2100,4.0618,3017,,65175392.8500
HCTR11,Papéis,20.6000,21.88,833770.5,0.2187,1.4600,1.7017,8.7800,-11.6311,143357,,2231809858.3800
HDEL11,Imóveis Industriais e Logísticos,98.0000,99.99,5.56,2.1577,11.8400,3.8850,11.8400,24.4360,109,,38922861.04
HFOF11,Fundo de Fundos,60.2900,59.04,1207782.5,0.8729,0.9300,0.9892,5.1100,14.0496,72852,,1576230180.8300
HGAG11,Outros,14.9900,15.39,379.28,0.6391,0.9300,1.0842,4.1500,35.6042,1176,,5977791.2500
HGBL11,Misto,8.7900,8.6,567635.44,0.9222,0.8200,1.3542,4.6100,-7.2310,4467,,221291461.12
HGBS11,Shoppings,197.1400,193.77,2419436.17,0.912,0.8100,0.8583,4.3600,11.3863,126920,,2782303984.4800
HGCR11,Papéis,96.2900,94.04,2266273.67,0.9861,1.0900,1.0500,5.5300,10.6404,101698,,1484646731.6100
HGFF11,Fundo de Fundos,72.5700,71.56,285160.83,0.8918,0.9400,1.0525,5.9900,15.0058,15483,,232455169.4100
HGIC11,Papéis,79.2000,79.8,20530.28,0.669,1.0100,1.1400,4.4000,-4.0224,570,,50855619.2800
HGLG11,Imóveis Industriais e Logísticos,160.8000,158.24,6694794.22,0.9813,0.6800,0.7292,3.6200,13.5212,499562,,5497295245.9000
HGPO11,Lajes Corporativas,118.3000,133.54,224891.72,0.9719,48.2200,4.6375,62.5100,101.2496,10373,,272797070.8500
HGRE11,Lajes Corporativas,118.7200,111.92,1859227.78,0.7522,0.7200,0.8225,4.0000,25.6691,143234,,1822420082.9000
HGRS11,Imóveis Residenciais,---,0,,0,0.0000,0.0000,0.0000,---,8102,,110907626.7300
HGRU11,Misto,124.3800,120.67,3994544.78,0.9587,0.7200,0.8625,4.7900,18.4284,217181,,2954515169.0000
HILG11,Outros,197.2400,197.24,9.43,0.9636,0.7300,0.4858,3.5100,3.5551,104,,107719894.94
HLOG11,Imóveis Industriais e Logísticos,81.5300,80.83,65440.06,0.7377,0.8000,0.6350,3.8300,5.6642,3457,,468858815.1300
HOFC11,Lajes Corporativas,32.2800,25.87,53615.67,0.375,0.6500,0.6500,2.0100,67.5913,5706,,246888657.56
HOSI11,Imóveis Residenciais,82.4100,83.72,191774.11,0.9269,0.7100,0.7017,3.0500,-2.9227,1225,,52072580.3000
HPDP11,Shoppings,87.7800,88.04,1452879.83,0.9507,0.6400,0.5875,3.2600,5.4532,374,,306643412.7700
HRDF11,Fundo de Desenvolvimento,---,3,78.78,0.3876,0.0000,0.0000,0.0000,---,951,,11738232.97
HREC11,Papéis,8.3900,8.24,353534.17,0.9721,1.0700,1.0675,5.6200,16.4334,2685,,443897007.0400
HRES11,Imóveis Residenciais,147.6400,147.64,477.6,1.1459,1.6700,1.4500,4.7300,3.6743,132,,60330338.42
HSAF11,Papéis,80.0100,78.74,304934.94,0.8922,1.1900,1.2225,6.8200,20.1466,9076,,221537540.9000
HSLG11,Imóveis Industriais e Logísticos,83.4900,82.82,528728.67,0.7746,0.7800,0.9042,4.3900,13.0818,41202,,1347035563.5000
HSML11,Shoppings,85.8100,84.87,1990910.94,0.7883,0.7600,0.9125,4.4500,13.4253,190760,,2270095987.3300
HSRE11,Misto,101.9900,102,2032937.11,1.1236,0.6400,0.8892,3.7800,11.8179,339,,813258876.9700
HTMX11,Hotéis,141.9800,138.68,799668.72,0.9645,0.5600,1.2892,5.1600,2.8187,37885,,420185174.6100
HUCG11,Hospitalar,107.7800,101.91,561,0.9201,0.2000,0.0000,0.2000,8.4293,235,,115378016.51
HUSC11,Hospitalar,96.8000,95.2,8896.39,0.6352,0.8900,0.9017,4.7800,0.3621,762,,129659342.5800
HUSI11,Hospitalar,---,1240,68.89,0.9947,0.0000,0.5875,0.7100,---,101,,145050925.7200
IAAG11,Outros,7.4000,7.54,86626.44,0.7757,1.3500,1.1892,6.6300,-4.4282,13285,,101593189.2100
IAGR11,Outros,4.1100,4.09,38165,0.6369,0.1500,0.3100,0.8800,49.6857,1,,17892409.4000
IBBP11,Outros,7.9400,8,1989.83,0.9132,0.8600,1.1433,3.4300,-6.9327,401,,386815810.01
IBCR11,Papéis,59.4900,57.14,168425.28,0.6242,1.3300,1.4308,6.2100,17.8669,3749,,88257777.6400
IBFF11,Fundo de Fundos,---,66.4,162549.5,1.0406,0.0000,0.0000,6.2500,---,8102,,9855905.1600
ICNE11,Imóveis Residenciais,653.9600,653.96,,0.8454,0.1800,1.0142,5.9600,6.0847,5,,92821803.55
ICRI11,Misto,94.7000,94.41,1182049.5,0.9516,1.1600,1.2625,6.5900,13.7686,6805,,381197588.91
IDFI11,Outros,2.0000,2,2592.8,1.25,78.0400,57.3217,1043.0400,44259.4346,617,,3283391.8700
IDGR11,Misto,1.5000,1.5,332.83,16.6667,5.9900,7.9050,5.9900,-48.0441,171,,79368.95
IDUA11,Imóveis Comerciais - Outros,64.4200,64.42,,0.876,1.1300,1.1833,9.6600,8.5561,2,,29584035.99
IFRA11,Outros,97.9600,97.01,1759665.39,0,0.9300,1.0792,5.2200,9.0827,0,,0
IFRI11,Misto,95.4900,94.73,1953584.11,0,1.0500,1.0427,5.2400,11.7897,0,,0
IMOV11,Outros,---,0,,0,0.0000,0.0000,0.0000,---,13027,,484708931.21
INFA11,Outros,9.8200,9.82,,0,0.9200,2.5650,13.6400,11.9892,0,,0
INFB11,Outros,96.4900,91.49,19694.39,0,1.0400,1.5250,3.0500,-1.0368,0,,0
INLG11,Imóveis Industriais e Logísticos,73.3600,74.51,249238.5,0.7404,1.0600,1.0300,5.5800,13.9877,18133,,454205994.28
INRD11,Fundo de Desenvolvimento,69.0000,68.75,42274.11,0.5841,0.9000,0.9075,4.7600,11.4582,7460,,133037540.77
IRDM11,Papéis,67.1900,70.15,2770049.83,0.8603,1.0700,1.2125,5.0500,19.4985,279385,,2960463235.1300
IRIF11,Papéis,8.4000,8.91,29042.67,0,1.3100,0.9175,3.6700,-0.8859,0,,0
IRIM11,Outros,66.3900,68.6,36252.89,0.8178,1.1400,1.2975,5.4100,20.1827,2581,,162789652.2000
ISCJ11,Papéis,96.1800,95.18,68.78,0.3973,0.6600,0.6467,4.3800,13.1575,50,,44951309.14
ITIP11,Papéis,66.2000,65.89,59484.11,0.9488,1.1600,1.0258,5.4500,6.3248,9259,,51977353.7200
ITIT11,Fundo de Fundos,67.4100,66.79,141698.94,0.9004,0.9000,0.8975,4.6700,6.9798,10810,,66632828.3900
ITRI11,Shoppings,81.4000,79.03,909785.78,0.9028,0.9800,1.0158,5.1400,12.7099,17123,,564578952.89
IVCI11,Papéis,96.8600,96.86,,0.9809,1.8300,1.6660,5.1700,4.4665,1,,49376641.16
JASC11,Imóveis Comerciais - Outros,100.0000,100,10000,0.8838,0.6400,0.4058,2.5200,3.5483,166,,394815090.33
JBFO11,Papéis,15.0300,15.03,82,1.8788,0.2600,9.3125,0.7700,-43.4005,369,,10230854.26
JCCJ11,Papéis,153.0000,159.6,1664035.33,0.8436,0.2900,0.2567,1.1400,-3.2802,122,,315681727.56
JCIN11,Fundo de Fundos,150.0000,150,1108050,0.9599,0.3700,0.3489,1.5200,1.5287,7,,205925197.19
JFLL11,Imóveis Residenciais,71.5000,71,71976.44,0.6585,0.7000,0.8225,3.6200,5.6377,2768,,161813791.4400
JGPX11,Outros,61.0000,60.11,161171.11,0.6386,0.9000,1.1792,4.8900,11.5515,1,,200953512.8900
JMBI11,Outros,82.8200,85.21,1296187.33,0,1.2100,0.8467,5.0800,0.5261,0,,0
JPPA11,Papéis,81.9900,78.67,91903.89,0.8361,1.2900,1.3900,7.2200,16.6649,6871,,85733045.6000
JRDM11,Shoppings,---,85.9,610682,1.3462,0.0000,0.0000,5.0000,---,8102,,224143181.1600
JSAF11,Fundo de Fundos,7.9800,7.87,1727725,0.9005,1.1400,1.1783,6.3200,10.7852,19841,,677401620.9800
JSCR11,Papéis,8.2400,8.16,440465.44,0.8746,1.1500,6.7778,17.4900,29.3638,3826,,206526044.58
JSRE11,Misto,63.9000,63.99,1886295.83,0.6323,0.7500,0.8175,4.2100,19.9565,89294,,2116481937.9700
JURO11,Outros,96.7400,96.79,4409945.11,0,1.0300,0.9192,3.4800,3.3433,0,,0
KCRE11,Outros,8.8300,8.73,328185.83,0.9461,1.2500,1.1133,6.1700,11.6337,14864,,333746878.0900
KDIF11,Outros,126.4900,126.1,2106601.17,0,1.0300,0.9833,5.4600,11.8751,0,,0
KDOL11,Misto,97.3800,96,292693.17,0.9241,0.4600,0.5940,2.4500,-0.9339,2061,,70430234.9700
KEVE11,Fundo de Desenvolvimento,880.0000,835,52296.11,1.5458,1.5400,3.0467,8.3000,22.2798,456,,79785486.9800
KFEN11,Outros,1100.0000,1100,611.11,1.1754,1.2700,1.4500,4.3500,17.2550,129,,167187612.85
KFOF11,Fundo de Fundos,82.1500,80.75,1198550.89,0.9413,0.9100,0.9917,5.2100,19.3709,27173,,605090573.8300
KINP11,Fundo de Desenvolvimento,---,9.82,38394.2,0.1539,0.0000,0.0000,19.9500,---,8102,,0.0000
KISU11,Fundo de Fundos,7.1600,7,534989.72,0.8962,0.9800,0.9742,5.0600,10.0833,111689,,349148307.1600
KIVO11,Papéis,67.2200,65.31,465516.78,0.7501,1.4900,1.3892,7.6200,8.4849,6600,,194273787.77
KNCA11,Outros,96.5000,95.54,2346162.56,0.9298,1.2400,1.1692,6.1900,16.8690,73050,,2206486419.3200
KNCR11,Papéis,103.3700,102.74,10560593.94,1.0047,1.1200,1.0258,5.2800,9.9893,392197,,7788648901.1400
KNHF11,Outros,91.0400,89.88,3363458.67,0.9485,1.0400,1.0600,5.4700,19.0906,43951,,1910649960.56
KNHY11,Papéis,102.2500,100.49,2396830.61,1.0241,1.3700,1.1467,6.1700,12.4263,25722,,2756152545.0000
KNIP11,Papéis,91.4000,90.2,5108793.89,0.994,1.3700,1.0333,5.9400,12.8748,73091,,7254411792.0800
KNOX11,Outros,97.7300,102.5,2053940.33,0,2.6100,0.6833,8.2000,17.4251,0,,0
KNPR11,Outros,---,0,,0,0.0000,0.0000,0.0000,---,593,,51645907.3
KNRE11,Fundo de Desenvolvimento,0.0400,0.3,6596.61,0.4627,336.9800,28.0817,336.9800,74.7920,6089,,14036869.1400
KNRI11,Misto,148.9800,146.35,6335892.72,0.9138,0.6700,0.7283,3.7000,21.7697,297208,,4547151519.1900
KNSC11,Papéis,8.6900,8.67,5197504.33,0.9954,1.2700,1.0842,5.8400,12.8612,200213,,1757299035.1800
KNUQ11,Outros,103.4500,102.52,2679680.67,1.0082,1.2600,1.1175,6.0400,12.1959,37542,,1550451913.25
KOPA11,Outros,891.2700,953.68,279859.39,0.9174,2.2100,1.5283,6.9400,27.9004,3571,,363450968.1000
KORE11,Lajes Corporativas,86.2000,82.69,1824529.11,0.7951,1.4500,1.4900,7.9500,21.5139,22968,,1019051422.58
KRES11,Misto,---,0,,0,0.0000,0.0000,0.0000,---,131,,228789924.6
LAFI11,Misto,117.2300,114.91,3420.39,1.0139,7.9200,7.9200,7.9200,---,159,,62352199.3400
LASC11,Shoppings,103.8900,99.99,804693.06,0.7279,0.7000,0.5350,2.9600,3.2129,409,,418222455.9900
LAVF11,Outros,---,0,,0,0.0000,0.0000,0.0000,---,8102,,118155565.38
LFTT11,Papéis,6.2400,4.25,56052.11,0.2904,3.8200,3744352.2517,60.3800,147.5638,8,,49913321.2200
LGCP11,Imóveis Industriais e Logísticos,71.1000,82.95,163106.04,0.6514,1.1300,0.8983,10.7800,-7.0521,19183,,457171677.9200
LIFE11,Imóveis Comerciais - Outros,8.8700,8.7,607746.56,0.8818,1.3500,1.5000,7.2800,7.3736,15643,,371917406.01
LLAO11,Misto,64.5800,64.58,7019.57,1.2355,11.3200,1.9186,11.3200,8.9745,77,,18875329.35
LOFT11B,Fundo de Desenvolvimento,---,29.9,,12.7234,0.0000,0.0000,142.9600,---,8,,4620721.46
LPLP11,Outros,386.6800,408,555591.28,1.0097,0.0700,1.6350,8.6500,8.8983,11,,234575135.41
LRDI11,Outros,100.0000,100,5.56,1.0321,13.5200,13.5200,13.5200,---,102,,35829321.06
LSAG11,Outros,75.0500,73.91,44390.61,0.7647,1.4700,1.5325,9.2100,18.2855,2840,,98942944.9800
LSOI11,Misto,---,85,,9.2391,0.0000,0.0000,0.0000,---,9,,11086118.63
LSPA11,Papéis,24.0100,24.01,453.61,1.1461,86.8400,25.2608,299.4500,153.7277,727,,8473824.04
LTMT11,Imóveis Residenciais,95.1900,95.21,5930.19,1.0002,8.8000,8.8000,8.8000,---,1,,11895462.33
LUGG11,Fundo de Desenvolvimento,67.4100,72.82,23956,0.5527,0.8800,0.7692,9.2300,-10.0843,7962,,132968746.7500
LVBI11,Imóveis Industriais e Logísticos,102.7000,102.21,2254811.22,0.8206,0.7300,0.8417,4.1300,14.4391,131797,,2011420258.5100
MALL11,Shoppings,102.8900,101.55,2780259.28,0.8414,0.8300,0.8292,4.3500,15.3206,128729,,1701866054.7700
MANA11,Outros,8.8500,8.83,1183775.56,0.9607,1.2400,1.2667,6.5900,19.4535,1,,343653673.16
MATV11,Outros,82.5000,86.63,13027.43,1.3576,0.7300,0.0000,3.1100,-1.0827,8102,,38799465.3000
MAXR11,Varejo,65.6800,66.08,61268.78,0.6344,0.4900,2.7675,2.1000,11.6348,4577,,117599299.8300
MBRF11,Lajes Corporativas,---,0,,0,0.0000,0.0000,0.0000,---,0,,115491134.7200
MCCI11,Papéis,82.2000,84.59,2762325.17,0.92,1.0900,1.0433,4.4900,16.8479,102695,,1563930061.8500
MCEM11,Shoppings,53.6100,65,341760.78,0.9907,5.1700,5.1700,5.1700,---,9,,94790355.26
MCHF11,Papéis,---,9.1,1778820.09,0.1426,0.0000,0.0000,1.5100,---,8102,,335751641.1500
MCHY11,Papéis,7.1800,8.58,4789731.61,0.7158,1.3900,1.1575,13.8900,-21.9389,93666,,1060212799.6400
MCRE11,Papéis,8.5200,8.93,3035362.17,0.8866,1.2900,1.3100,5.4200,33.9977,82504,,1131059679.93
MFAI11,Fundo de Fundos,69.9800,69.98,11326.82,0.9916,48.8400,4.3650,56.2400,89.7503,2301,,0.0000
MFII11,Fundo de Desenvolvimento,86.6500,84.96,802963.78,0.8213,1.2700,1.3183,6.7400,4.9023,33260,,546704615.9400
MGCR11,Papéis,---,9.4,259145.59,0.1473,0.0000,0.0000,8.0000,---,8102,,131240792.9700
MGFF11,Fundo de Fundos,---,69.99,2558695.75,1.0969,0.0000,0.0000,0.0000,---,8102,,665588549.5700
MGHT11,Hotéis,30.8500,12.85,96702.17,0.4788,0.4200,0.2017,7.2400,-21.9010,4838,,66752133.2200
MGLG11,Imóveis Industriais e Logísticos,40.4900,40.99,55314.19,0.549,0.8600,0.9742,0.8600,-2.7662,3712,,116224996.0200
MGRI11,Outros,58.1800,58.18,,0.8412,3.0900,1.4308,9.9300,10.3016,1,,18113818.43
MINT11,Educacional,96.5000,96.5,2171.2,0.9931,15.2000,7.6000,19.7700,14.9526,94,,50527673.91
MMPD11,Outros,---,0,,0,0.0000,0.0000,0.0000,---,102,,58696791.36
MORC11,Papéis,---,89.87,1741368.33,1.4084,0.0000,0.0000,1.0300,---,8102,,186458139.8500
MORE11,Fundo de Fundos,---,76.21,1327577.67,1.1943,0.0000,0.0000,0.0000,---,8102,,201465359.1200
MXRF11,Papéis,9.3200,9.29,10865602.17,1.0043,1.0700,1.0383,5.1900,10.1442,1280849,,4052118592.9600
NAVT11,Papéis,64.0000,70.46,62550.28,0.8311,1.0900,1.2292,4.5800,11.0627,2813,,51184179.3600
NCHB11,Papéis,7.8100,7.97,63111.7,0.8174,1.3400,1.2608,4.0600,10.1815,11451,,148979591.7700
NCRA11,Outros,6.3800,7.7,40349.65,0.7278,1.5700,1.3717,3.6600,6.0193,8422,,47177032.4800
NCRI11,Papéis,8.5700,8.62,28590.17,0.8811,1.2800,1.2492,5.1800,17.4821,1024,,38882337.31
